order,duration,onset,object_id,face_locations
,0.5,521.0,5,"(446, 833, 482, 797)"
,0.5,521.0,6,"(536, 768, 611, 693)"
,0.5,521.0,7,"(420, 333, 463, 290)"
,0.5,523.5,0,"(166, 592, 209, 549)"
,0.5,524.0,0,"(170, 612, 214, 568)"
,0.5,524.5,0,"(198, 543, 260, 481)"
,0.5,547.0,0,"(186, 534, 275, 444)"
,0.5,547.5,0,"(175, 617, 283, 509)"
,0.5,548.0,0,"(199, 509, 307, 402)"
,0.5,548.5,0,"(199, 497, 307, 390)"
,0.5,549.5,0,"(168, 712, 297, 583)"
,0.5,550.0,0,"(168, 812, 297, 683)"
,0.5,550.5,0,"(163, 939, 271, 832)"
,0.5,551.0,0,"(182, 583, 311, 454)"
,0.5,551.5,0,"(184, 597, 339, 442)"
,0.5,552.0,0,"(196, 583, 325, 454)"
,0.5,552.5,0,"(196, 583, 325, 454)"
,0.5,553.0,0,"(196, 583, 325, 454)"
,0.5,555.0,0,"(362, 950, 437, 876)"
,0.5,555.5,0,"(355, 962, 445, 872)"
,0.5,556.0,0,"(354, 942, 428, 867)"
,0.5,556.5,0,"(354, 942, 428, 867)"
,0.5,557.0,0,"(354, 942, 428, 867)"
,0.5,557.0,1,"(163, 462, 271, 354)"
,0.5,560.5,0,"(184, 580, 339, 425)"
,0.5,561.0,0,"(160, 613, 345, 428)"
,0.5,561.5,0,"(184, 614, 339, 459)"
,0.5,562.0,0,"(184, 614, 339, 459)"
,0.5,562.5,0,"(184, 614, 339, 459)"
,0.5,563.0,0,"(184, 614, 339, 459)"
,0.5,563.5,0,"(184, 614, 339, 459)"
,0.5,564.0,0,"(184, 631, 339, 476)"
,0.5,564.5,0,"(167, 666, 322, 511)"
,0.5,565.0,0,"(184, 666, 339, 511)"
,0.5,565.5,0,"(184, 666, 339, 511)"
,0.5,568.5,0,"(184, 545, 339, 390)"
,0.5,569.5,0,"(184, 562, 339, 408)"
,0.5,570.0,0,"(184, 597, 339, 442)"
,0.5,570.5,0,"(184, 597, 339, 442)"
,0.5,571.0,0,"(184, 597, 339, 442)"
,0.5,571.5,0,"(184, 580, 339, 425)"
,0.5,572.0,0,"(184, 562, 339, 408)"
,0.5,572.5,0,"(202, 562, 356, 408)"
,0.5,577.0,0,"(246, 439, 308, 377)"
,0.5,582.0,0,"(216, 593, 305, 504)"
,0.5,582.5,0,"(211, 557, 319, 450)"
,0.5,583.5,0,"(196, 583, 325, 454)"
,0.5,584.0,0,"(184, 648, 339, 494)"
,0.5,585.0,0,"(196, 597, 325, 468)"
,0.5,586.0,0,"(196, 597, 325, 468)"
,0.5,587.5,0,"(167, 597, 322, 442)"
,0.5,588.0,0,"(167, 597, 322, 442)"
,0.5,589.5,0,"(201, 613, 387, 428)"
,0.5,590.0,0,"(201, 613, 387, 428)"
,0.5,590.5,0,"(201, 613, 387, 428)"
,0.5,594.0,0,"(201, 572, 387, 386)"
,0.5,594.5,0,"(180, 593, 366, 407)"
,0.5,595.0,0,"(180, 593, 366, 407)"
,0.5,607.0,0,"(167, 390, 322, 236)"
,0.5,607.5,0,"(167, 356, 322, 201)"
,0.5,608.0,0,"(150, 356, 305, 201)"
,0.5,608.5,0,"(167, 339, 322, 184)"
,0.5,609.0,0,"(167, 322, 322, 167)"
,0.5,609.5,0,"(182, 296, 311, 167)"
,0.5,610.0,0,"(167, 287, 322, 132)"
,0.5,610.5,0,"(167, 287, 322, 132)"
,0.5,611.0,0,"(182, 282, 311, 153)"
,0.5,611.5,0,"(182, 282, 311, 153)"
,0.5,612.0,0,"(167, 339, 322, 184)"
,0.5,612.5,0,"(167, 356, 322, 201)"
,0.5,613.0,0,"(196, 898, 325, 769)"
,0.5,613.5,0,"(199, 880, 307, 772)"
,0.5,614.0,0,"(199, 868, 307, 760)"
,0.5,614.5,0,"(199, 868, 307, 760)"
,0.5,615.0,0,"(196, 884, 325, 755)"
,0.5,617.5,0,"(331, 915, 438, 808)"
,0.5,618.0,0,"(331, 915, 438, 808)"
,0.5,618.5,0,"(325, 927, 454, 798)"
,0.5,619.0,0,"(331, 915, 438, 808)"
,0.5,619.5,0,"(331, 915, 438, 808)"
,0.5,620.0,0,"(331, 915, 438, 808)"
,0.5,623.0,0,"(211, 368, 340, 239)"
,0.5,623.0,1,"(150, 769, 305, 614)"
,0.5,623.5,0,"(211, 368, 340, 239)"
,0.5,623.5,1,"(150, 769, 305, 614)"
,0.5,624.0,0,"(211, 368, 340, 239)"
,0.5,624.0,1,"(150, 769, 305, 614)"
,0.5,624.5,0,"(196, 382, 325, 253)"
,0.5,624.5,1,"(150, 769, 305, 614)"
,0.5,625.0,0,"(211, 366, 319, 259)"
,0.5,625.0,1,"(150, 769, 305, 614)"
,0.5,625.5,0,"(175, 866, 218, 823)"
,0.5,626.0,0,"(170, 871, 214, 828)"
,0.5,629.0,0,"(170, 871, 214, 828)"
,0.5,629.5,0,"(170, 866, 214, 823)"
,0.5,630.0,0,"(170, 866, 214, 823)"
,0.5,630.5,0,"(170, 866, 214, 823)"
,0.5,631.0,0,"(175, 866, 218, 823)"
,0.5,631.5,0,"(170, 852, 214, 808)"
,0.5,632.0,0,"(175, 861, 218, 818)"
,0.5,632.5,0,"(153, 683, 282, 554)"
,0.5,633.0,0,"(163, 665, 271, 557)"
,0.5,633.5,0,"(152, 665, 259, 557)"
,0.5,634.0,0,"(163, 665, 271, 557)"
,0.5,634.5,0,"(163, 665, 271, 557)"
,0.5,635.0,0,"(166, 962, 255, 872)"
,0.5,635.0,1,"(378, 462, 486, 354)"
,0.5,635.0,2,"(414, 724, 522, 617)"
,0.5,635.5,0,"(179, 950, 254, 876)"
,0.5,635.5,1,"(378, 474, 486, 366)"
,0.5,636.0,0,"(179, 942, 254, 867)"
,0.5,636.0,1,"(378, 474, 486, 366)"
,0.5,636.0,2,"(199, 435, 251, 383)"
,0.5,636.5,0,"(378, 474, 486, 366)"
,0.5,637.0,0,"(163, 641, 271, 533)"
,0.5,637.5,0,"(168, 655, 297, 526)"
,0.5,638.0,0,"(153, 640, 282, 511)"
,0.5,638.5,0,"(163, 641, 271, 533)"
,0.5,639.0,0,"(175, 641, 283, 533)"
,0.5,639.5,0,"(168, 655, 297, 526)"
,0.5,640.0,0,"(163, 641, 271, 533)"
,0.5,640.5,0,"(163, 653, 271, 545)"
,0.5,641.0,0,"(163, 641, 271, 533)"
,0.5,641.5,0,"(163, 641, 271, 533)"
,0.5,645.0,0,"(167, 580, 322, 425)"
,0.5,646.0,0,"(167, 580, 322, 425)"
,0.5,649.5,0,"(242, 696, 428, 510)"
,0.5,650.5,0,"(217, 662, 440, 439)"
,0.5,651.0,0,"(217, 662, 440, 439)"
,0.5,658.5,0,"(196, 397, 325, 268)"
,0.5,659.0,0,"(167, 390, 322, 236)"
,0.5,659.5,0,"(167, 408, 322, 253)"
,0.5,660.0,0,"(167, 408, 322, 253)"
,0.5,660.5,0,"(167, 408, 322, 253)"
,0.5,661.0,0,"(196, 397, 325, 268)"
,0.5,661.5,0,"(167, 408, 322, 253)"
,0.5,662.0,0,"(167, 390, 322, 236)"
,0.5,662.5,0,"(167, 390, 322, 236)"
,0.5,663.0,0,"(184, 373, 339, 218)"
,0.5,663.5,0,"(184, 373, 339, 218)"
,0.5,664.0,0,"(182, 354, 311, 225)"
,0.5,664.5,0,"(184, 356, 339, 201)"
,0.5,665.0,0,"(196, 354, 325, 225)"
,0.5,665.5,0,"(196, 354, 325, 225)"
,0.5,666.0,0,"(196, 354, 325, 225)"
,0.5,666.5,0,"(167, 390, 322, 236)"
,0.5,667.0,0,"(196, 382, 325, 253)"
,0.5,667.5,0,"(167, 408, 322, 253)"
,0.5,668.0,0,"(167, 390, 322, 236)"
,0.5,668.5,0,"(167, 408, 322, 253)"
,0.5,669.0,0,"(167, 408, 322, 253)"
,0.5,669.5,0,"(167, 408, 322, 253)"
,0.5,670.0,0,"(167, 390, 322, 236)"
,0.5,670.5,0,"(167, 390, 322, 236)"
,0.5,671.0,0,"(211, 325, 340, 196)"
,0.5,671.5,0,"(167, 613, 390, 390)"
,0.5,672.0,0,"(201, 634, 387, 448)"
,0.5,672.5,0,"(201, 634, 387, 448)"
,0.5,673.0,0,"(196, 411, 325, 282)"
,0.5,673.5,0,"(167, 408, 322, 253)"
,0.5,674.0,0,"(167, 408, 322, 253)"
,0.5,674.5,0,"(184, 373, 339, 218)"
,0.5,675.0,0,"(184, 373, 339, 218)"
,0.5,675.5,0,"(184, 373, 339, 218)"
,0.5,676.0,0,"(184, 373, 339, 218)"
,0.5,676.5,0,"(184, 373, 339, 218)"
,0.5,677.0,0,"(184, 373, 339, 218)"
,0.5,677.5,0,"(184, 373, 339, 218)"
,0.5,678.0,0,"(192, 662, 415, 439)"
,0.5,679.0,0,"(222, 696, 407, 510)"
,0.5,679.5,0,"(222, 675, 407, 489)"
,0.5,680.0,0,"(167, 373, 322, 218)"
,0.5,680.5,0,"(167, 373, 322, 218)"
,0.5,681.0,0,"(167, 373, 322, 218)"
,0.5,681.5,0,"(167, 373, 322, 218)"
,0.5,682.0,0,"(182, 368, 311, 239)"
,0.5,682.5,0,"(167, 390, 322, 236)"
,0.5,683.0,0,"(155, 229, 229, 154)"
,0.5,683.5,0,"(155, 237, 229, 162)"
,0.5,684.0,0,"(155, 237, 229, 162)"
,0.5,684.5,0,"(155, 245, 229, 171)"
,0.5,685.0,0,"(146, 254, 221, 179)"
,0.5,685.5,0,"(146, 278, 221, 204)"
,0.5,686.0,0,"(146, 278, 221, 204)"
,0.5,686.5,0,"(146, 262, 221, 187)"
,0.5,687.0,0,"(146, 262, 221, 187)"
,0.5,687.5,0,"(146, 262, 221, 187)"
,0.5,688.5,0,"(176, 394, 228, 343)"
,0.5,690.5,0,"(170, 411, 232, 349)"
,0.5,692.0,0,"(170, 432, 232, 370)"
,0.5,693.0,0,"(170, 432, 232, 370)"
,0.5,693.5,0,"(170, 432, 232, 370)"
,0.5,694.0,0,"(170, 432, 232, 370)"
,0.5,694.5,0,"(170, 439, 232, 377)"
,0.5,695.5,0,"(176, 429, 228, 377)"
,0.5,699.5,0,"(170, 432, 232, 370)"
,0.5,700.0,0,"(177, 439, 239, 377)"
,0.5,700.5,0,"(176, 429, 228, 377)"
,0.5,701.0,0,"(170, 439, 232, 377)"
,0.5,701.5,0,"(176, 429, 228, 377)"
,0.5,702.0,0,"(150, 752, 305, 597)"
,0.5,702.0,1,"(235, 354, 343, 247)"
,0.5,702.5,0,"(139, 758, 325, 572)"
,0.5,703.0,0,"(160, 737, 345, 551)"
,0.5,703.5,0,"(139, 758, 325, 572)"
,0.5,703.5,1,"(211, 354, 340, 225)"
,0.5,704.0,0,"(150, 752, 305, 597)"
,0.5,704.0,1,"(211, 354, 340, 225)"
,0.5,704.5,0,"(211, 368, 340, 239)"
,0.5,705.0,0,"(211, 368, 340, 239)"
,0.5,705.0,1,"(150, 734, 305, 580)"
,0.5,705.5,0,"(211, 368, 340, 239)"
,0.5,706.0,0,"(211, 368, 340, 239)"
,0.5,706.0,1,"(150, 752, 305, 597)"
,0.5,706.5,0,"(196, 999, 325, 870)"
,0.5,707.5,0,"(211, 956, 340, 827)"
,0.5,708.0,0,"(196, 970, 325, 841)"
,0.5,708.5,0,"(199, 951, 307, 844)"
,0.5,709.0,0,"(175, 939, 283, 832)"
,0.5,711.0,0,"(182, 984, 311, 855)"
,0.5,711.5,0,"(150, 752, 305, 597)"
,0.5,711.5,1,"(223, 366, 331, 259)"
,0.5,712.0,0,"(211, 382, 340, 253)"
,0.5,712.0,1,"(150, 752, 305, 597)"
,0.5,712.5,0,"(196, 368, 325, 239)"
,0.5,713.0,0,"(196, 368, 325, 239)"
,0.5,713.5,0,"(196, 368, 325, 239)"
,0.5,714.0,0,"(283, 927, 390, 820)"
,0.5,714.0,1,"(193, 642, 245, 590)"
,0.5,714.5,0,"(282, 941, 411, 812)"
,0.5,714.5,1,"(193, 642, 245, 590)"
,0.5,715.0,0,"(282, 941, 411, 812)"
,0.5,715.0,1,"(193, 642, 245, 590)"
,0.5,715.5,0,"(282, 941, 411, 812)"
,0.5,715.5,1,"(193, 642, 245, 590)"
,0.5,715.5,2,"(201, 386, 387, 201)"
,0.5,716.0,0,"(282, 941, 411, 812)"
,0.5,716.0,1,"(193, 642, 245, 590)"
,0.5,716.0,2,"(201, 386, 387, 201)"
,0.5,717.5,0,"(177, 446, 239, 384)"
,0.5,718.0,0,"(177, 453, 239, 391)"
,0.5,718.5,0,"(177, 453, 239, 391)"
,0.5,719.5,0,"(182, 440, 234, 389)"
,0.5,720.0,0,"(177, 446, 239, 384)"
,0.5,721.0,0,"(170, 439, 232, 377)"
,0.5,724.0,0,"(177, 439, 239, 377)"
,0.5,726.0,0,"(177, 453, 239, 391)"
,0.5,726.5,0,"(177, 453, 239, 391)"
,0.5,727.5,0,"(177, 446, 239, 384)"
,0.5,728.0,0,"(170, 439, 232, 377)"
,0.5,729.0,0,"(202, 562, 356, 408)"
,0.5,731.5,0,"(319, 844, 426, 736)"
,0.5,731.5,1,"(160, 366, 345, 180)"
,0.5,732.0,0,"(319, 844, 426, 736)"
,0.5,732.0,1,"(160, 366, 345, 180)"
,0.5,732.0,2,"(151, 491, 194, 448)"
,0.5,732.5,0,"(319, 844, 426, 736)"
,0.5,732.5,1,"(160, 366, 345, 180)"
,0.5,733.0,0,"(319, 844, 426, 736)"
,0.5,733.5,0,"(150, 545, 305, 390)"
,0.5,734.0,0,"(150, 545, 305, 390)"
,0.5,734.5,0,"(150, 545, 305, 390)"
,0.5,735.5,0,"(150, 545, 305, 390)"
,0.5,738.0,0,"(167, 373, 322, 218)"
,0.5,738.5,0,"(167, 373, 322, 218)"
,0.5,739.0,0,"(167, 373, 322, 218)"
,0.5,739.5,0,"(182, 325, 311, 196)"
,0.5,740.0,0,"(182, 325, 311, 196)"
,0.5,740.5,0,"(163, 641, 271, 533)"
,0.5,741.0,0,"(163, 641, 271, 533)"
,0.5,741.5,0,"(163, 641, 271, 533)"
,0.5,742.0,0,"(153, 655, 282, 526)"
,0.5,742.5,0,"(153, 655, 282, 526)"
,0.5,743.0,0,"(153, 655, 282, 526)"
,0.5,743.5,0,"(153, 655, 282, 526)"
,0.5,744.0,0,"(153, 655, 282, 526)"
,0.5,744.5,0,"(153, 655, 282, 526)"
,0.5,745.0,0,"(153, 655, 282, 526)"
,0.5,745.5,0,"(153, 655, 282, 526)"
,0.5,746.0,0,"(170, 432, 232, 370)"
,0.5,747.0,0,"(170, 425, 232, 363)"
,0.5,747.5,0,"(242, 489, 428, 304)"
,0.5,748.0,0,"(263, 510, 449, 324)"
,0.5,748.5,0,"(263, 510, 449, 324)"
,0.5,749.0,0,"(263, 510, 449, 324)"
,0.5,749.5,0,"(263, 489, 449, 304)"
,0.5,750.0,0,"(263, 489, 449, 304)"
,0.5,750.5,0,"(263, 489, 449, 304)"
,0.5,763.0,0,"(222, 531, 407, 345)"
,0.5,763.5,0,"(242, 531, 428, 345)"
,0.5,764.0,0,"(242, 489, 428, 304)"
,0.5,764.5,0,"(142, 538, 365, 315)"
,0.5,765.0,0,"(167, 538, 390, 315)"
,0.5,765.5,0,"(167, 538, 390, 315)"
,0.5,766.0,0,"(180, 531, 366, 345)"
,0.5,766.5,0,"(201, 613, 387, 428)"
,0.5,767.5,0,"(201, 613, 387, 428)"
,0.5,768.0,0,"(180, 613, 366, 428)"
,0.5,768.5,0,"(201, 613, 387, 428)"
,0.5,769.0,0,"(201, 613, 387, 428)"
,0.5,769.5,0,"(201, 613, 387, 428)"
,0.5,770.0,0,"(201, 613, 387, 428)"
,0.5,773.5,0,"(219, 597, 374, 442)"
,0.5,774.0,0,"(201, 613, 387, 428)"
,0.5,774.5,0,"(219, 597, 374, 442)"
,0.5,776.0,0,"(222, 593, 407, 407)"
,0.5,776.5,0,"(222, 593, 407, 407)"
,0.5,778.0,0,"(192, 712, 415, 489)"
,0.5,779.5,0,"(160, 778, 345, 593)"
,0.5,780.0,0,"(150, 769, 305, 614)"
,0.5,780.5,0,"(150, 769, 305, 614)"
,0.5,781.0,0,"(167, 563, 390, 340)"
,0.5,781.5,0,"(167, 563, 390, 340)"
,0.5,782.0,0,"(167, 563, 390, 340)"
,0.5,782.5,0,"(167, 563, 390, 340)"
,0.5,783.0,0,"(142, 563, 365, 340)"
,0.5,783.5,0,"(167, 563, 390, 340)"
,0.5,784.0,0,"(192, 613, 415, 390)"
,0.5,784.5,0,"(222, 593, 407, 407)"
,0.5,785.0,0,"(192, 613, 415, 390)"
,0.5,785.5,0,"(192, 613, 415, 390)"
,0.5,786.0,0,"(222, 593, 407, 407)"
,0.5,787.0,0,"(201, 593, 387, 407)"
,0.5,787.5,0,"(219, 580, 374, 425)"
,0.5,867.0,0,"(247, 375, 632, 0)"
,0.5,878.0,0,"(52, 617, 320, 349)"
,0.5,878.5,0,"(112, 527, 379, 260)"
,0.5,879.0,0,"(112, 409, 379, 141)"
,0.5,879.5,0,"(99, 491, 420, 170)"
,0.5,884.0,0,"(428, 696, 614, 510)"
,0.5,891.0,0,"(22, 909, 65, 866)"
,0.5,891.0,1,"(50, 741, 94, 698)"
,0.5,891.0,2,"(107, 440, 159, 389)"
,0.5,891.0,3,"(179, 585, 254, 511)"
,0.5,891.0,4,"(46, 221, 82, 185)"
,0.5,891.5,0,"(12, 900, 55, 856)"
,0.5,891.5,1,"(31, 736, 74, 693)"
,0.5,891.5,2,"(87, 467, 149, 405)"
,0.5,892.0,0,"(15, 907, 67, 855)"
,0.5,892.0,1,"(31, 727, 74, 684)"
,0.5,892.0,2,"(147, 250, 199, 199)"
,0.5,892.0,3,"(155, 602, 229, 527)"
,0.5,895.5,0,"(402, 927, 510, 820)"
,0.5,895.5,1,"(378, 247, 486, 139)"
,0.5,896.5,0,"(375, 404, 464, 315)"
